DeveloperName,RERA_Number,ProjectName,ConstructionStatus,PropertyType,Location,PossessionDate,IsGatedCommunity,TotalUnits,AreaSizeAcres,Configurations,MinSizeSqft,MaxSizeSqft,PricePerSqft,PricePerSqftOTP,Longitude/Latitude,ProjectDocumentsLink,Source,BuilderContactInfo,ListingType,LoanApprovedBanks,NearbyLocations,RemarksComments,Amenities,FAQ,Commission,CPOnboardStatus,CPOnboardStatusComments,POCNumber,AvailabilityWithSS,No.of parkings for respective configurations,Open Space (x%),Grand Entrance lobby for each block (Yes/No),"Faces (East, West, North)",Smart home features (Yes/No),Gas connection type (Central/Individual),Construction material (Concrete/Brick type),Ground Vehicle Movement (Yes/No/Partial)
V Venkatesh And Others,P02400003731,V Skyline Homes,UC,Apartment,"Adibatla, Hyderabad",7/1/2025,TRUE,648,5,"2BHK , 3BHK",1050,1410,3750,,"17.227985, 78.565959",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Street Lighting
Gated Community
Water Conservation, Rain water Harvesting
24x7 Security
Sewage Treatment Plant
Electrification(Transformer, Solar Energy etc)",,,,,,,,,,,,,,
Galaxy Builders,P02500002301,Galaxys Shivaan Arcade,RTM,Apartment,"Mallapur, Hyderabad",9/1/2022,TRUE,15,0.15,"2BHK , 3BHK",1109,1259,,,"17.445299, 78.565601",,"Square Yards , Housing",,Builder,,,,"Recreation Facilities
Storm Water Drains
Electrical meter Room

Power Backup

Treated Water Supply

24*7 Water Supply

Lift
Normal Park / Central Green",,,,,,,,,,,,,,
Pranava Group,P02500001366,Pranava One Hyderabad,UC,Apartment,"Somajiguda, Hyderabad",9/1/2024,TRUE,158,4.5,"1BHK , 2BHK , 3BHK , 4BHK",829,17574,15000,,"17.419937, 78.457170",https://drive.google.com/file/d/1P02w9MN6U8xgm5lHggoV7jxhi2XD5n7s/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Solid Waste Management And Disposal
Swimming Pool
Party Hall
Water Conservation, Rain water Harvesting
Mini Theatre
Fire Fighting System
Gymnasium
Community Buildings
Closed Car Parking
24X7 Water Supply
Open Car Parking
Conference Room
Indoor Games
Storm Water Drains
Banquet Hall
Library
Electrical meter Room
Sewage Treatment Plant
Club House",,,,,,,,,,,,,,
Pristine Constructions,P02400003365,Pristine Fern,RTM,Apartment,"Kondapur, Hyderabad",6/1/2026,TRUE,20,0.2,2BHK,1230,1239,,,"17.473852, 78.346979",,"Square Yards , Housing",,Builder,,,,"Closed Car Parking
Fire Sprinklers
Water Conservation, Rain water Harvesting
Power Backup
Kids' Play Areas / Sand Pits

Yoga Areas

Jogging / Cycle Track 
Power Backup
indoor Games
24*7 Water Supply

Lift",,,,,,,,,,,,,,
Radha Spaces,P02500002076,Beyond Deccan,RTM,Commercial,"S D Road, Hyderabad",,FALSE,25,,,6026,,7000,,"17.445099, 78.462105",,Square Yards,,Builder,,,,"Power Backup
Normal Park / Central Green
Treated Water Supply
24 x 7 Security
24*7 Water Supply
Lift",,,,,,,,,,,,,,
Shree Yash Developers,P02400001682,Mayras Classic,RTM,Apartment,"Mailardevpally, Hyderabad",8/1/2021,TRUE,20,0.18,2BHK,1001,1051,,,"17.317485, 78.441035",,"Square Yards , Housing",,Builder,,,,"Closed Car Parking
Fire Sprinklers
Electrical meter Room
Earthquake Resistant Structure
Power Backup",,,,,,,,,,,,,,
Avani Builders,P02200004512,Avani Gardenia,UC,Apartment,"Medchal, Hyderabad",12/1/2022,,15,0.16,2BHK,1223,1347,,,"17.635948, 78.491382",,"Square Yards , Housing",,"Builder , Investor",,,,"Closed Car Parking
24X7 Water Supply
Sub-Station
Solid Waste Management And Disposal
Receiving Station
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment Plant",,,,,,,,,,,,,,
RR Infra,P02200003209,RR Park Wood Tower,UC,Apartment,"Kompally, Hyderabad",12/1/2026,TRUE,139,2.31,3BHK,1765,2455,5500,,"17.556550, 78.490653",https://drive.google.com/file/d/1cGr37sL_fCkfBmnkelxMtHCjW24gZ3H1/view?usp=drive_link,"Square Yards , Housing",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Recreation Facilities
Street Lighting
Storm Water Drains
Internal Roads & Footpaths
Water Conservation, Rain water Harvesting
Energy management
Electrical meter Room",,,,,,,,,,,,,,
Ideal Builders,"P02400003463, P02400003444",Ideal Nest,RTM,Apartment,"Narsingi, Hyderabad",2/1/2025,TRUE,18,0.21,"2BHK , 3BHK",721,794,,,"17.384928, 78.365256",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
24X7 Water Supply
Car Parking
Multipurpose Hall
Fire Sprinklers
24x7 CCTV Surveillance
Power Backup
Gymnasium
Intercom",,,,,,,,,,,,,,
DPR Infra Projects,P02200003045,DPR Nova Pearl,RTM,Apartment,"Uppal, Hyderabad",1/1/2027,TRUE,10,0.08,2BHK,1173,1203,5700,,"17.394199, 78.567364",,"Housing , Square Yards",,Builder,,,,"24X7 Water Supply
Water Conservation, Rain water Harvesting
Electrical meter Room
Private Pool in Select Unit


Normal Park / Central Green",,,,,,,,,,,,,,
Viya Ventures,P02200003707,Viya Sindhu Three,UC,Apartment,"Keesara, Hyderabad",12/1/2024,FALSE,15,0.14,1BHK,518,542,,,"17.518112, 78.606513",,"Housing , Square Yards",,Builder,,,,"Kids' Play Areas / Sand Pits

Power Backup

24*7 Water Supply

Lift

24 x 7 Security

Normal Park / Central Green",,,,,,,,,,,,,,
Sri L N Infra,P02200003395,Sri L N Sai Krishnas Raj Residency,RTM,Apartment,"Malkajgiri, Hyderabad",3/1/2023,TRUE,10,0.08,"2BHK , 3BHK",1135,1465,,,"17.459502, 78.558533",,"Square Yards , Housing",,Builder,,,,"Closed Car Parking
Car Parking
24X7 Water Supply
Water Conservation, Rain water Harvesting
Sewage Treatment",,,,,,,,,,,,,,
Meera Shantivanam Private Limited,P02400003616,Meera Shantivanam,RTM,Apartment,"Chegur, West Hyderabad, Hyderabad",4/1/2028,TRUE,1310,6,"1BHK , 2BHK , 3BHK",482,1960,,,"17.171437, 78.221100",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
24X7 Water Supply
Gated Community
Indoor Games
24x7 CCTV Surveillance
24x7 Security
Power Backup",,,,,,,,,,,,,,
Vijay Infra Developers,P02400003712,Vijay Anjanadri Heights,UC,Apartment,"Pedda Amberpet, Hyderabad",8/1/2024,TRUE,20,0.16,2BHK,1082,,,,"17.310568, 78.658866",,"Square Yards , Housing",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
Rudhra Constructions,P02200003333,Rudhras Dhivi,UC,Apartment,"Bachupally, North Hyderabad, Hyderabad",2/1/2027,TRUE,30,0.36,"2BHK , 3BHK",1197,1667,6000,,"17.536012, 78.391709",https://drive.google.com/file/d/1Ag6ff0PxAVrYNUqvYPV_szXEKtrPSYW3/view?usp=drive_link,"Square Yards , Housing",,Builder,,,,"Lift(s)
Water Conservation, Rain water Harvesting
RO Water System
24x7 CCTV Surveillance
Kid's Pool
Gymnasium
Reserved Parking
24X7 Water Supply
Yoga / Meditation Area
Indoor Games
Storm Water Drains
Electrical meter Room
Power Backup",,,,,,,,,,,,,,
Satya Kalyan Constructions Pvt Ltd,P02500003125,Kalyans Sahasra Tripura,RTM,Apartment,"Tarnaka, Hyderabad",2/1/2024,TRUE,10,0.17,3BHK,2315,2330,,,"17.428456, 78.535731",,"Square Yards , Housing",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
Maram Infra Projects Pvt.Ltd,P02200003867,Marams Mihira,UC,Apartment,"Pocharam, Hyderabad",12/1/2026,TRUE,427,4,"2BHK , 3BHK",1141,2314,5050,,"17.432831, 78.652614",https://drive.google.com/file/d/1SsNG_hSC7t0YdmuMSgb49UgFbiL_rz6j/view?usp=drive_link,"Square Yards , Housing",,Builder,,,,"Children's Play Area
Basketball Court
Senior Citizen Siteout
Barbecue Area
Swimming Pool",,,,,,,,,,,,,,
Domain Constructions,P02200004110,Domains Royal Pride,UC,Apartment,"Alwal, Hyderabad",2/11/2024,TRUE,10,0.09,"2BHK , 3BHK",1175,1550,,,"17.521986, 78.498479",,"Square Yards , Housing",,Builder,,,,"24X7 Water Supply
Solid Waste Management And Disposal
Water Conservation, Rain water Harvesting
Energy management
Electrical meter Room
Sewage Treatment",,,,,,,,,,,,,,
Thirumala Constructions,P02200003977,Thirumala GM Residency,UC,Apartment,"Bharath Nagar Colony, Uppal Kalan, East Hyderabad, Hyderabad",8/1/2027,TRUE,30,0.34,"2BHK , 3BHK",944,1442,6000,,"17.405377, 78.569062",,Housing,,Builder,,,,"Closed Car Parking
24X7 Water Supply
Sub-Station
Solid Waste Management And Disposal
Receiving Station
Electrical meter Room
Sewage Treatment Plant",,,,,,,,,,,,,,
Sanvi Homes,P02400003499,Sanvis Elegance,RTM,Apartment,"Serilingampally, Hyderabad",12/1/2023,TRUE,30,0.38,3BHK,1545,1550,4500,,"17.461354, 78.311101",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
DMR Simhendra,P02500004020,DMR Simhendra,UC,Apartment,DMR Ventures,12/1/2024,FALSE,10,0.14,"2BHK , 3BHK",1300,1920,11000,,"17.402728, 78.484701",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Solid Waste Management And Disposal
Fire Sprinklers
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment Plant
Electrification(Transformer, Solar Energy etc)",,,,,,,,,,,,,,
Eshanya Constructions,P01100004345,Eshanya Suravi Nivas,RTM,Apartment,"Ameenpur, North Hyderabad, Hyderabad",2/1/2024,TRUE,10,0.08,2BHK,1150,,5000,,"17.532970, 78.324304",,"Housing , Square Yards",,Builder,,,,"losed Car Parking
24X7 Water Supply
Visitor Parking
Vastu Compliant
Lift(s)
Water Storage
Water Conservation, Rain water Harvesting
Rain Water Harvesting
24x7 Security
Electrical meter Room
Power Backup
Reserved Parking",,,,,,,,,,,,,,
Sri Chaitanyaram Builders,P02400005127,Chaitanya Elite,UC,Apartment,"Kondapur, Hyderabad",4/1/2027,TRUE,10,0.09,"2BHK , 3BHK",1200,1600,,,"17.471695, 78.362902",,"Square Yards , Housing",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Street Lighting
Water Conservation, Rain water Harvesting
24x7 Security
Electrical meter Room
Electrification(Transformer, Solar Energy etc)",,,,,,,,,,,,,,
Nirmal Landmark Nirmal Shelters P Ltd,P02200001613,Nirmal Landmark,UC,Apartment,"Ramanthapur, Hyderabad",12/1/2023,TRUE,55,0.75,"2BHK , 3BHK",1100,1745,7500,,"17.391713, 78.530992",https://drive.google.com/file/d/1uF_nTTsshYzr1coCccJV_7_2lwE0m-x7/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Swimming Pool
Lift(s)
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Gymnasium
Fire Fighting System
24X7 Water Supply
Car Parking
Open Car Parking
Rain Water Harvesting
Electrical meter Room
24x7 Security
Sewage Treatment Plant
Power Backup
Club House",,,,,,,,,,,,,,
TMR Constructions,P02400000736,TMR Srinivasa Nilayam,RTM,Apartment,"Pedda Amberpet, Hyderabad",7/1/2024,TRUE,20,,2BHK,1119,,,,"17.321558, 78.625545",,Square Yards,,Builder,,,,"Closed Car Parking
24X7 Water Supply
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
Medha Shelters,P02400003697,Medha GSR Towers,UC,Apartment,"Saroor Nagar, South Hyderabad, Hyderabad",3/1/2027,TRUE,15,0.15,2BHK,960,1080,2574,,"17.345001, 78.541704",,"Others , Housing",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Fire Sprinklers
Power Backup",,,,,,,,,,,,,,
Edifice Projects,P02500001059,Orchid Edifice,RTM,Apartment,"Quli Qutub Shah Layout, Narsingi",3/1/2022,TRUE,15,,"2BHK , 3BHK",1342,1752,,4500,"17.397748, 78.363805",,Housing,,Builder,,,,"Closed Car Parking
24X7 Water Supply
Solid Waste Management And Disposal
Storm Water Drains
Lift(s)
Water Conservation, Rain water Harvesting
Electrical meter Room
Power Backup
Sewage Treatment Plant
Electrification(Transformer, Solar Energy etc)",,,,,,,,,,,,,,
Shree Venkateswara Arcade,P02500003041,Dharani Sri Venkateshwara Elite,RTM,Apartment,"Gayathri Nagar, Jeedimetla, North Hyderabad, Hyderabad",5/1/2025,TRUE,20,0.18,2BHK,1048,,4700,,"17.508225, 78.469602",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Solid Waste Management And Disposal
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
Oorjita Builders & Developers,P02400004176,Oorjita Vedant,New,Apartment,"Narsingi, Hyderabad",12/1/2027,TRUE,500,5,"2BHK , 3BHK",1251,2388,7000,,"17.379215, 78.357048",,"Others , Housing",,Builder,,,,"Facilities
Gym
Club House
Swimming Pool
Indoor Game Room
Vaastu Compliant
Security
Power Backup
Car Parking
Sewage Treatment Plant
Gas Pipeline
Basket Ball Court
Shopping Center
Badminton Court",,,,,,,,,,,,,,
EAPL Group,"P02200003746,P02200001779,P02200001536,P02200001780",Sri Tirumala Millenium,RTM,Apartment,"Near Raheja Vistas Nacharam, Mallapur, East Hyderabad, Uppal Kalan",1/1/2026,TRUE,60,,"2BHK , 3BHK",1089,2187,5310,,"17.437144, 78.569160",,"Housing , Website",,Builder,,,,"Waiting Lounge
Cricket Pitch
Grocery Shop
Changing Room
Spa
Swimming Pool
Vastu Compliant
Gymnasium
Car Parking
24X7 Water Supply
Gated Community
Indoor Games
Party Lawn
Sewage Treatment Plant
Club House
Intercom
Children's Play Area
Entrance Lobby
Yoga / Meditation Area
Security Cabin
Lift(s)
Badminton Court
Aerobics Room
Creche/Day Care
24x7 CCTV Surveillance
Basketball Court
Paved Compound
Spa/Sauna/Steam
Car Wash Area
Banquet Hall
ATM
Rain Water Harvesting
24x7 Security
Power Backup",,,,,,,,,,,,,,
Nirvana Infra Build Pvt Ltd,"P02200004202, P02200004203",Nirvana Vivanta,RTM,Apartment,"Bachupally, North Hyderabad, Hyderabad",9/1/2022,TRUE,25,0.23,2BHK,1135,1306,4700,,"17.546869, 78.386144",https://drive.google.com/file/d/1IVrXL0kBAteGrH0zT1GtoBYyo7WEvocu/view?usp=drive_link,Housing,,Builder,,,,"Children's Play Area
Car Parking
24X7 Water Supply
Jogging Track
Vastu Compliant
Lift(s)
24x7 Security
24x7 CCTV Surveillance
Electrical meter Room
Power Backup",,,,,,,,,,,,,,
Sahiti Constructions,P01100003433,Sahitis Nirupama,UC,Apartment,"Tellapur, Hyderabad",5/1/2026,TRUE,234,2.13,"2BHK , 3BHK",1381,2151,5400,,"17.467767, 78.287441",,"Housing , Square Yards",,Builder,,,,"Garbage Disposal
Recreation Facilities
Solid Waste Management And Disposal
Fire Sprinklers
Lift(s)
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Footpaths/Pedestrian
Fire Fighting System
Community Buildings
Closed Car Parking
24X7 Water Supply
Car Parking
Street Lighting
Storm Water Drains
Internal Roads & Footpaths
Rain Water Harvesting
Energy management
Power Backup
Sewage Treatment Plant
Club House",,,,,,,,,,,,,,
Infocity Infratech,"P02500001025, P02500001002",Infocity Safire,RTM,Apartment,"Serilingampally, Hyderabad",6/1/2024,TRUE,30,1,"2BHK , 3BHK",965,1570,4982,,"17.471318, 78.333528",,Square Yards,,Builder,,,,"Kids' Play Areas / Sand Pits

Yoga Areas

Jogging / Cycle Track

Power Backup

Treated Water Supply

24*7 Water Supply


Indoor Games


Normal Park / Central Green",,,,,,,,,,,,,,
Sree Kalpa Projects,P02200003198,Sree Kalpa Pristine,UC,Apartment,"Bachupally, Hyderabad",1/1/2024,TRUE,214,2.09,"2BHK , 3BHK",1205,1732,6100,,"17.540588, 78.388788",https://drive.google.com/file/d/1lLspEh2vyIN-FgtcJexYvji7TF-qD9P8/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Waiting Lounge
Swimming Pool
Water Conservation, Rain water Harvesting
Fire Fighting System
Gymnasium
Medical Store/Pharmacy
Closed Car Parking
Car Parking
24X7 Water Supply
Jogging Track
Senior Citizen Siteout
Indoor Games
Pergola
Sewage Treatment Plant
Club House
Children's Play Area
Yoga / Meditation Area
Salon
Visitor Parking
Badminton Court
24x7 CCTV Surveillance
Multipurpose Hall
Basketball Court
Car Wash Area
Storm Water Drains
Banquet Hall
ATM
Rain Water Harvesting
Energy management
Electrical meter Room
24x7 Security
Power Backup",,,,,,,,,,,,,,
RR Constructions,P02200002028,RR ASMR Enclave,UC,Apartment,"Gajularamaram, Hyderabad",7/1/2025,TRUE,15,0.15,2BHK,1084,,2500,,"17.542237, 78.426294",,Square Yards,,Builder,,,,"Kids' Play Areas / Sand Pits
Power Backup

Treated Water Supply

24*7 Water Supply

Lift

Indoor Games


Normal Park / Central Green
24 x 7 Security",,,,,,,,,,,,,,
Nomula Sudhakar Reddy,P02400004053,Nomula Jeevan Residency,RTM,Apartment,"Vanasthalipuram, Hyderabad",2/1/2023,TRUE,10,0.08,2BHK,1084,1099,,,"17.296481, 78.589843",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Swimming Pool
Water Conservation, Rain water Harvesting
Gymnasium
Fire Fighting System
Closed Car Parking
Car Parking
24X7 Water Supply
Rain Water Harvesting
Electrical meter Room
24x7 Security
Sewage Treatment Plant
Power Backup
Club House",,,,,,,,,,,,,,
Sree Laxmi Balaji Constructions,P02200004032,Sree Laxmi Trinity Adobe,RTM,Apartment,"Kompally, Hyderabad",9/1/2024,TRUE,10,0.11,3BHK,1550,,,,"17.538138, 78.483911",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Solid Waste Management And Disposal
Swimming Pool
Lift(s)
Water Conservation, Rain water Harvesting
Gymnasium
Fire Fighting System
Closed Car Parking
Car Parking
24X7 Water Supply
Rain Water Harvesting
Energy management
Electrical meter Room
24x7 Security
Sewage Treatment Plant
Club House",,,,,,,,,,,,,,
My Home Raka,P02400003777,My Home Raka,UC,Apartment,"Seriingampally, North Hyderabad, Hyderabad",11/1/2025,TRUE,303,2.45,3BHK,1969,2806,9000,,"17.495234, 78.335941",https://drive.google.com/file/d/1rQQJgL9bLzdAg0uEQmie65OfJFNDQD6G/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Waiting Lounge
Reading Lounge
Cricket Pitch
Spa
Swimming Pool
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Footpaths/Pedestrian
Fire Fighting System
Gymnasium
Multipurpose Room
Jogging Track
Indoor Games
Cycling & Jogging Track
Party Lawn
Children's Play Area
Entrance Lobby
Salon
Yoga / Meditation Area
Recreation Facilities
Solid Waste Management And Disposal
Party Hall
Badminton Court
Multipurpose Hall
Basketball Court
Storm Water Drains
Internal Roads & Footpaths
Energy management
Electrical meter Room",,,,,,,,,,,,,,
Aparna,P02400002130,Aparna Altius,RTM,Apartment,"Shamshabad, West Hyderabad, Hyderabad",12/1/2025,TRUE,251,3.4,"2BHK , 3BHK",899,2305,,,"17.285643, 78.414845",https://drive.google.com/file/d/16D4HolYFt14JLgsPOiIyS8IBDFYyyyAb/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Amphitheater
Cricket Pitch
Changing Room
Spa
Skating Rink
Table Tennis
Kid's Pool
Car Parking
24X7 Water Supply
Multipurpose Room
Indoor Games
Shopping Mall
Piped Gas Connection
Party Lawn
Sewage Treatment Plant
Intercom
Children's Play Area
Recreation Facilities
Visitor Parking
Party Hall
24x7 CCTV Surveillance
Reserved Parking
Chess Board
Community Hall
Spa/Sauna/Steam
Banquet Hall
Open Parking
Rain Water Harvesting
Library
Laundromat
24x7 Security
Cafeteria
Internet / Wi-Fi
Tennis Court
Grocery Shop
Garbage Disposal
Swimming Pool
Vastu Compliant
Landscaping & Tree Planting
Gymnasium
Fire Fighting System
Squash Court
School
Closed Car Parking
Jogging Track
Gated Community
Sports Facility
Club House
Entrance Lobby
Yoga / Meditation Area
Lift(s)
Aerobics Room
Badminton Court
Creche/Day Care
Sun Deck
High Speed Elevators
Multipurpose Hall
Basketball Court
Conference Room
Paved Compound
ATM
Carrom
Power Backup
Billiards / Snooker Table
DG Availability",,,,,,,,,,,,,,
Divya Deep Constructions Hyderabad,P02200004217,Divya Deep Castle,UC,Apartment,"Uppal Kalan, East Hyderabad, Hyderabad",6/1/2026,TRUE,10,0.1,"2BHK , 3BHK",1051,1216,5200,,"17.392865, 78.570178",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Water Conservation, Rain water

Power Backup
Indoor Games

Lift
Normal Park / Central Green",,,,,,,,,,,,,,
Mahaveer Group,P02500004287,Mahaveer Crystal Garden,UC,Apartment,"Beside Sub-Register Office Gandipet, Pillar No. 86, Attapur, West Hyderabad, Hyderabad",12/1/2026,TRUE,782,5,"3BHK , 4BHK",1600,5345,8610,,"17.381951, 78.429742",https://drive.google.com/file/d/1IT54mxtEFgw2ZRYq7bQGuK7rGWi7-6O0/view?usp=drive_link,"Housing , 99Acres",,Builder,,,,"Waiting Lounge
Cricket Pitch
Tennis Court
Spa
Swimming Pool
Skating Rink
Fountains
Water Conservation, Rain water Harvesting
Table Tennis
Footpaths/Pedestrian
Gymnasium
Flower Garden
Fire Fighting System
Kid's Pool
Community Buildings
Closed Car Parking
24X7 Water Supply
Squash Court
Jogging Track
Street Lighting
Senior Citizen Siteout
Gated Community
Sports Facility
Piped Gas Connection
Children's Play Area
Entrance Lobby
Salon
Recreation Facilities
Lift(s)
Badminton Court
Multipurpose Hall
Basketball Court
Storm Water Drains
Banquet Hall
Internal Roads & Footpaths
ATM
Energy management
Electrical meter Room",,,,,,,,,,,,,,
Aparna,P02200004288,Aparna Dharti,RTM,Plot,"Dundigal, North Hyderabad, Hyderabad",12/1/2024,TRUE,760,83.23,Plot,2403,5721,3787,,"17.622975, 78.393162",,"Housing , Square Yards",,Builder,,,,"Solid Waste Management And Disposal
Storm Water Drains
Landscaping & Tree Planting
Internal Roads & Footpaths
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment",,,,,,,,,,,,,,
ARK Infra Group,P02200004162,Ark Samyak,UC,Apartment,"Bachupally, North Hyderabad, Hyderabad",12/1/2027,TRUE,160,1.91,"2BHK , 4BHK",1250,1760,6660,,"17.545481, 78.363464",https://drive.google.com/file/d/13S8CBVHbkA5pzvgxG17-kYUTdsNVOr_m/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Waiting Lounge
Amphitheater
Entrance Lobby
Swimming Pool
Fire Sprinklers
Visitor Parking
Landscaping & Tree Planting
Lift(s)
Aerobics Room
Sun Deck
Kid's Pool
Closed Car Parking
24X7 Water Supply
Chess Board
Street Lighting
Indoor Games
Banquet Hall
Power Backup
Club House",,,,,,,,,,,,,,
GNR Constructions,P02200004146,GNR Homestead,RTM,Apartment,"Turkapally, Hyderabad",9/1/2024,TRUE,20,0.18,2BHK,1171,1191,,,"17.542095, 78.509974",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Sub-Station
Street Lighting
Storm Water Drains
Receiving Station
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
SVRK Nirman,P02400001759,Sri Sreenivasam,RTM,Apartment,"Kondapur, Hyderabad",12/1/2025,TRUE,10,,3BHK,1450,,6069,,"17.473360, 78.362879",,Square Yards,,Builder,,,,"Kids' Play Areas / Sand Pits
Power Backup
Treated Water Supply
24 x 7 Security
Indoor Games
Normal Park / Central Green
24*7 Water Supply

Lift",,,,,,,,,,,,,,
Vision Infra Developers,P02400000839,Vision Madhuban Apartment,RTM,Apartment,"Madhapur, West Hyderabad, Hyderabad",11/1/2020,TRUE,10,0.16,3BHK,2034,2077,10551,,"17.439905, 78.387296",,Housing,,Builder,,,,"Electrical meter Room
24Hrs Water Supply CCTV Cameras Compound Covered Car Parking Landscaped Garden Lift Open Parking Security Personnel
Indoor
24Hrs Backup Electricity Fire Safety",,,,,,,,,,,,,,
Vistara Projects,P02200002790,Vistara Delight Heights,UC,Apartment,"Kompally, Hyderabad",5/1/2025,TRUE,100,1.26,"2BHK , 3BHK",1240,1865,5000,,"17.547592, 78.482499",https://drive.google.com/file/d/1LfbUtdzD1SZ0mcnW5I93jbTKnM_v_rwx/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Tennis Court
Vastu Compliant
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Electrification(Transformer, Solar Energy etc)
Community Buildings
Closed Car Parking
Car Parking
24X7 Water Supply
Jogging Track
Street Lighting
Gated Community
Club House
Intercom
Security Cabin
Recreation Facilities
Solid Waste Management And Disposal
Party Hall
Badminton Court
24x7 CCTV Surveillance
Basketball Court
Storm Water Drains
Open Parking
Rain Water Harvesting
24x7 Security
Energy management
Electrical meter Room
Power Backup",,,,,,,,,,,,,,
Himalaya Constructions,P02500002955,Himalaya Anjani Residency,UC,Apartment,"Miyapur, North Hyderabad, Hyderabad",2/1/2026,TRUE,11,0.12,"1BHK , 2BHK , 3BHK",615,1273,4900,,"17.457896, 78.351150",https://drive.google.com/file/d/136FJSz8HaJ_Rf9zdkqpONbqV8O6zj-fY/view?usp=drive_link,Housing,,Builder,,,,"24X7 Water Supply
Sub-Station
Storm Water Drains
Receiving Station
Lift(s)
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment Plant
Power Backup",,,,,,,,,,,,,,
MKT Group,P01100002736,MKT White Rock,UC,Apartment,"Isnapur, Hyderabad",9/1/2024,TRUE,11,0.07,"1BHK , 2BHK",603,1173,4520,,"17.541337, 78.205783",https://drive.google.com/file/d/1f-UGAvG1PZB2L_4zfk16ihcUEHK1v6m7/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Car Parking
24X7 Water Supply
Internet / Wi-Fi
Multipurpose Hall
Solar Lighting
Vastu Compliant
Lift(s)
24x7 Security
24x7 CCTV Surveillance
Power Backup
Intercom",,,,,,,,,,,,,,
MKT Praneeth Homes,P01100002737,MKT Aspira,UC,Apartment,"Isnapur, West Hyderabad, Hyderabad",12/1/2021,TRUE,20,0.21,1BHK,545,582,4460,,"17.540568, 78.205801",,Housing,,Builder,,,,"Closed Car Parking
Car Parking
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment",,,,,,,,,,,,,,
Sri Sadhvi,P02400003788,Sri Sowdamini Nilayam,UC,Apartment,"Premavathi Pet, West Hyderabad, Hyderabad",8/1/2027,TRUE,16,0.11,"2BHK , 3BHK",1442,2034,,,"17.323718, 78.419231",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Open Car Parking
Storm Water Drains
Landscaping & Tree Planting
Sewage Treatment Plant",,,,,,,,,,,,,,
